ringer,tr,ring,,bird,birdid,recap,day,month,year,season,location,resight,logger,type,harness,span,age,sex,fat,pec,wing,tail,mass1,mass2,hr,min,moult,bodymoult,headmoult,billlength,narestotip,billheight,billwidth,medcovs,greatercovs,maxtar,mintar,mouth,featherwear,capmethod
EMB,N,,,BRxGN,406,1,22,2,2014,3,2,Y,13,NONE,TIE,100,2,1,0,1,79.5,M,16.8,17.1,7,20,O,3,,,,,,JV,,25.4,22.9,PALE,M-H,T
EMB,N,,,WLGxW,407,1,22,2,2014,3,2,Y,129,SHORT,TIE,151,1,1,0,2,79,M,15.3,15.9,18,0,O,2,,,,,,AD,,24.8,22,BLACK,L,T
EMB,N,,,OWBxW,408,1,23,2,2014,3,1,Y,14,NONE,TIE,,,2,0,2,77.5,F,15.2,15,8,0,O,0,,,,,,,,24.8,21.6,GREY,L,T
ALICE,R,,,GxBRN,409,1,20,3,2014,3,1,,,,,,1,1,0.5,2,79,,16.2,16.8,7,0,,,,,,,,,,25.9,23.6,,,
EMB,N,,,GxBRN,409,2,23,2,2014,3,1,Y,144,SHORT,TIE,,1,1,0,2,78.5,M,15.8,16.2,8,10,O,2,,,,,,AD,,25.8,23.2,BLACK,L,T
EMB,N,none,,WxBRN,410,1,23,2,2014,3,1,Y,16,NONE,TIE,,,2,0,1,77.5,F,14.8,15,8,20,O,2,,,,,,,,23.7,21.1,YELLOW,L,T
EMB,N,,,YRYxY.J,411,1,23,2,2014,3,1,Y,94,LONG,TIE,,1,1,0,2,79.5,M,16.2,16.8,9,35,O,3,,,,,,AD,,24.8,22.3,BLACK,L,T
ALICE,R,,,OxLWN,412,1,20,3,2014,3,1,,,,,,,1,0.5,1,78,,16.3,16.9,8,30,,,,,,,,,,25.3,23.1,,,
EMB,N,,,OxLWN,412,2,23,2,2014,3,1,Y,60,LONG,TIE,,,1,0,2,79,(M),17.5,18.1,9,55,O,2,,,,,,JV,,25.3,22.8,YELLOW-GREY,H,T
EMB,N,,,BRxYN,413,1,23,2,2014,3,4,Y,164,SHORT,ELASTIC,36,1,1,0,1,79,M,16,16.9,17,50,O,1,,,,,,AD,,24.9,22.5,GREY,L-M,T
EMB,N,,,OWxON,414,2,23,2,2014,3,4,Y,101,LONG,ELASTIC,36,2,2,0,2,76,F,15.6,16,18,35,O,0,,,,,,JV,8OGC,25.2,22.6,YELLOW,M,T
ALICE,R,,,OWxON,414,1,27,3,2014,3,4,,,,,,2,2,0,2,77,,16.8,17.4,6,50,,,,,,,,,,25.1,22.8,,,
EMB,N,,,OxYRN,415,1,25,2,2014,3,5,N,169,SHORT,TIE,93,2,,0,2,76,F,14.5,15.1,6,45,O,2,,,,,,JV,9OGC,22.6,20.2,PALE GREY,,N
EMB,N,,,GRBxN,416,1,25,2,2014,3,5,Y,81,LONG,ELASTIC,35.5,1,,0,1,82,F,15.9,16.4,8,45,O,2,,,,,,AD,,24.5,21.9,PALE,M,N
EMB,N,,,WLxON,417,1,25,2,2014,3,5,N,78,LONG,TIE,91,1,2,0,1,78,F,15.2,15.8,8,30,O,2,,,,,,AD,,25,22.6,GREY,L,N
MB,N,,,ORBxN,418,2,25,2,2014,3,4,Y,020 C,NONE,TIE,93.5,,2,0,2,77,F,14.4,,17,50,O,0,,,,,,,,24.9,22.7,GREY,,T
ALICE,R,,,ORBxN,418,1,28,3,2014,3,4,,,,,,,2,0.5,2,78,,14.4,15,7,0,,,,,,,,,,25,22.7,,,
EMB,N,,,OWxBN,419,1,26,2,2014,3,4,N,11,NONE,TIE,87,2,2,0,1,75.5,F,15.3,15.7,8,0,O,2,,,,,,,8OGC,25.3,22.5,PINK,H,T
EMB,N,,,LxYRN,420,2,26,2,2014,3,4,Y,19,NONE,TIE,102,2,2,0,2,79.5,F,17.4,17.9,9,0,O,0,,,,,,,9OGC,24.8,21.9,YELLOW,M,T
ALICE,R,,,LxYRN,420,1,27,3,2014,3,4,,,,,,2,2,1,1,80,,16.9,17.5,6,50,,,,,,,,,,24.8,22.8,,,
EMB,N,,,OWGxW,421,2,26,2,2014,3,4,Y,12,NONE,TIE,91,1,2,0,1,79.5,(M),17.7,18.3,9,50,O,3,,,,,,,"9OGC, GROWING 2 BP GC",24.8,21.7,PALE,H,T
ALICE,R,,,OWGxW,421,1,27,3,2014,3,4,,,,,,1,2,0.5,2,80,,17.8,18.4,7,0,,,,,,,,,,24.8,22.3,,,
EMB,N,,,YRBxY,422,1,26,2,2014,3,4,Y,122,SHORT,ELASTIC,35,2,2,0,2,75,F,14.6,15.2,10,30,O,2,,,,,,,GROWING,23.2,20.4,GREY,M,T
EMB,N,,,WLxWN,423,1,26,2,2014,3,4,Y,69,LONG,ELASTIC,36,1,1,0,2,81,M,17,17.4,11,10,O,3,,,,,,,,24.9,22.5,YELLOW,M,T
EMB,N,,,BRLxL,424,1,27,2,2014,3,4,Y,109,LONG,ELASTIC,36,1,1,0,1,79,M,15.8,16.6,7,10,O,3,,,,,,,,24.6,21.8,PINK-GREY,L,T
EMB,N,,,WxLWN,425,1,27,2,2014,3,4,Y,113,LONG,ELASTIC,35,2,1,0,2,81,M,16.2,16.9,8,10,O,3,,,,,,,,25.8,23,PALE,H,T
EMB,N,,,OxBR,426,1,27,2,2014,3,4,N,159,SHORT,ELASTIC,34.5,,2,0,2,78,F,14.8,15.5,8,40,O,2,,,,,,,?8OGC,24.9,22.2,GREY-YELLOW,M,T
EMB,N,,,WLWxW,427,1,27,2,2014,3,4,Y,148,SHORT,ELASTIC,34,2,2,0,1,77,F,14.5,15.1,9,30,O,0,,,,,,,9OGC,24.4,21.6,YELLOW,M,T
ALICE,R,,,WOWxW,428,1,24,3,2014,3,3,,,,,,1,1,0.5,2,78,,16.2,16.8,8,50,,,,,,,,,,25.8,23.5,,,
EMB,N,,,WOWxW,428,2,28,2,2014,3,3,Y,67,LONG,ELASTIC,35,1,1,0,2,78,M,16.7,17.3,8,0,O,3,,,,,,AD,,26,23.7,,L,T
EMB,N,,,WBRxN,429,1,28,2,2014,3,3,Y,160,SHORT,ELASTIC,37,1,1,0,1,81,M,16,16.5,8,10,O,3,,,,,,AD,,25.8,22.9,BLACK,L,T
ALICE,R,,,BxLWN,430,1,24,3,2014,3,3,,,,,,,2,1,2,79.5,,15.2,15.8,6,45,,,,,,,,,,24.8,22.7,,,
EMB,N,,,BxLWN,430,2,28,2,2014,3,3,Y,93,LONG,ELASTIC,34,,2,0,1,79,F,15.9,16.5,8,30,O,2,,,,,,JV,?8OGC,25.4,22.7,PALE GREY-YELLOW,L,T
EMB,N,,,LxWO,431,1,28,2,2014,3,3,Y,83,LONG,ELASTIC,37,1,2,0,1,80,(F),16,16.5,8,45,O,3,,,,,,AD,,26.1,23.4,GREY-YELLOW,L,T
EMB,N,,,YxBRN,432,1,28,2,2014,3,3,N,151,SHORT,ELASTIC,35.5,1,2,0,2,77,F,15.6,16.2,9,25,O,2,,,,,,JV,,24.1,21.4,PALE GREY,M,T
ALICE,R,,,RYxLL,433,1,24,3,2014,3,3,,,,,,2,2,0,1,76.5,,15.3,15.9,7,0,,,,,,,,,,24.7,22.6,,,
EMB,N,,,RYxLL,433,2,28,2,2014,3,3,Y,103,LONG,ELASTIC,37,2,2,0,1,77,F,16.5,17,10,0,O,3,,,,,,JV,7OGC,24.5,21.9,PALE,H,T
EMB,N,,,OxYRB,434,1,28,2,2014,3,3,Y,146,SHORT,ELASTIC,37,2,2,0,2,77,F,14.6,15.2,10,45,O,2,,,,,,JV,8OGC,24.2,21.4,PALE,H,T
EMB,N,,,OWNxN,435,2,1,3,2014,3,3,Y,155,SHORT,ELASTIC,35,2,1,0,1,74,(M),14.9,15.2,8,0,O,3,,,,,,JV,9OGC,24.2,21.6,YELLOW,H,T
ALICE,R,,,OWNxN,435,1,26,3,2014,3,3,,,,,,2,1,0,2,74.5,,14.6,15.2,6,40,,,,,,,,,,24.2,22.2,,,
EMB,N,,,BRYxY,436,1,1,3,2014,3,3,Y,82,LONG,ELASTIC,34.5,1,2,0,1,74,F,15.8,16.3,8,10,O,3,,,,,,AD,,24.5,21.8,BLACK,M,T
EMB,N,,,WRBxW,437,1,1,3,2014,3,3,Y,152,SHORT,ELASTIC,36,,2,0,1,75.5,F,16.5,17,8,35,O,2,,,,,,JV,,24.5,21.9,PINK-GREY,H,T
EMB,N,,,WWxBR,438,2,1,3,2014,3,3,Y,77,LONG,ELASTIC,35,2,2,0,2,76,F,16.1,16.6,10,30,O,2,,,,,,JV,10OGC,25.1,22.6,PALE,M,T
ALICE,R,,,WWxBR,438,1,25,3,2014,3,3,,,,,,2,2,0.5,2,76.5,,15.6,16.2,6,50,,,,,,,,,,24.7,22.6,,,
EMB,N,,,LWLxL,439,1,1,3,2014,3,3,Y,124,SHORT,ELASTIC,36.5,2,1,0,1,83,(F),16.5,17.1,10,50,O,3,,,,,,JV,moulting,25.7,22.9,YELLOW+BLACK,M,T
EMB,N,,,BxWO,440,1,1,3,2014,3,3,Y,64,LONG,ELASTIC,35.5,,2,0,2,77,F,15.6,16.3,11,0,O,2,,,,,,JV,,24.9,22.5,PALE,M/H,T
EMB,N,,,NYRxN,441,1,1,3,2014,3,3,N,85,LONG,ELASTIC,36,,1,0,1,78.5,M,15.3,15.6,11,35,O,3,,,,,,,,25.2,22.3,YELLOW,H,T
EMB,N,,,OxYR,442,1,1,3,2014,3,3,N,116,SHORT,ELASTIC,35.6,2,1,0,2,76.5,M,16.7,17.1,11,45,O,2,,,,,,,,25.2,22.4,PALE,H,T
EMB,N,,,LYRxL,443,1,1,3,2014,3,3,N,105,LONG,ELASTIC,36,2,1,0,2,78.5,M,17.5,18.1,12,5,O,3,,,,,,,,24.8,21.7,BLACK,L,T
EMB,N,,,WxRY,444,1,1,3,2014,3,3,N,137,SHORT,ELASTIC,34,1,2,0,2,77,F,16.8,17.4,12,55,O,1,,,,,,AD,,24.2,21.5,PALE GREY,L,T
EMB,N,,,WLxBN,445,2,2,3,2014,3,3,Y,150,SHORT,ELASTIC,35,1,1,0,2,79,M,19,19.6,8,5,O,3,,,,,,AD,,24.7,22.4,BLACK,L,T
ALICE,R,,,WLxBN,445,1,25,3,2014,3,3,,,,,,1,1,2,2,80,,17.4,18,7,40,,,,,,,,,,24.2,22.1,,,
EMB,N,,,YRYxB,446,1,2,3,2014,3,3,Y,86,LONG,ELASTIC,36,1,1,0,1,78,M,16.9,17.5,8,40,O,2,,,,,,AD,,25.8,23.2,PALE GREY,L,T
ALICE,N,AP88901,447,RmxWW,447,1,4,3,2014,3,1,Y,none,,,,1,2,2,2,76,F,18.4,,10,0,O,2,,,,,,,,25,22.6,dark,,
ALICE,N,AP87186,448,mLxRR,448,1,8,3,2014,3,1,N,none,,,,1,1,1,1,80,M,17.5,,9,0,O,2,,,,,,,,24.2,21.8,dark,,
ALICE,N,AP87187,449,mWxWR,449,1,8,3,2014,3,1,Y,none,,,,1,2,0,2,79,F,16.7,,9,15,O,3,,,,,,,,24.9,22.5,dark,,
ALICE,N,AP87188,450,mBxRO,450,1,8,3,2014,3,1,Y,none,,,,1,1,4,2,79,M,20.9,,9,30,O,1,,,,,,,,24.8,22.5,dark,,
ALICE,N,AP87189,451,mYxBB,451,1,8,3,2014,3,1,Y,none,,,,2,2,1,1,77,F,15.5,,9,45,O,1,,,,,,,,24.8,22.3,dark,,
ALICE,N,AP87190,452,mOxRY,452,1,8,3,2014,3,1,Y,none,,,,1,2,2,1,79,(M),18.2,,10,20,O,2,,,,,,,,27.1,25.1,dark,,
ALICE,N,AP87191,453,mRxYR,453,1,8,3,2014,3,1,Y,none,,,,1,2,2,2,75,F,16.6,,11,30,O,3,,,,,,,,25,22.9,dark,,
ALICE,N,AP8999,455,mOxWR,455,1,24,3,2014,3,3,Y,none,,,,1,2,2,2,78.5,,17.5,,9,15,O,0,,,,,,,,25,22.4,,,
ALICE,N,AP8998,456,mRxYY,456,1,24,3,2014,3,3,Y,none,,,,2,2,0.5,1,77,,13.9,,9,50,O,1,,,,,,,,23.4,21.5,,,
ALICE,N,AP87192,457,mWxRW,457,1,25,3,2014,3,3,N,none,,,,1,2,1,2,79.5,,16.5,,6,50,O,2,,,,,,,,24.3,22.6,,,
ALICE,N,AP87193,458,mOxOR,458,1,25,3,2014,3,3,Y,none,,,,1,1,2,1,79.5,,15.9,,7,40,O,0,,,,,,,,24,22.7,,,
ALICE,N,AP87194,459,mRxLY,459,1,27,3,2014,3,4,N,none,,,,1,2,1,1,75,,15.7,,6,30,O,2,,,,,,,,23.9,21.8,,,
ALICE,N,AP87195,460,mRxRN,460,1,1,4,2014,3,2,Y,none,,,,2,1,1,2,80,,16.1,,8,45,O,1,,,,,,,,24.8,22,,,
ALICE,N,AP87196,461,mLxBR,461,1,24,3,2014,3,3,N,none,,,,1,1,1,1,82.5,,15.4,,6,45,O,1,,,,,,,,25.6,23.4,,,N
ALICE,N,,462,YOxmR,462,1,28,3,2014,3,4,,none,,,,,2,0,1,76,,14.4,,7,0,,,,,,,,,,25,22.8,,,
